"ENTREZ_ID","scramble","siRRM1","siRRM2"
"8781",0,0,0
"8789",-1,0,0
"8790",0,0,0
"8801",1,1,1
"8802",1,1,1
"8803",0,0,0
"8813",1,1,1
"8818",0,0,0
"8821",-1,-1,-1
"8824",0,0,0
"883",0,0,0
"8833",0,0,0
"8836",1,1,1
"8854",-1,-1,-1
"8867",0,0,0
"8869",1,1,1
"8871",0,0,0
"8875",-1,-1,-1
"8876",-1,-1,-1
"8879",0,0,0
"8884",0,0,0
"8897",0,0,0
"8908",-1,-1,-1
"8942",-1,-1,-1
"8972",-1,-1,-1
"8974",0,0,0
"8985",1,1,1
"89869",0,0,0
"89874",-1,-1,-1
"8992",1,1,1
"9016",1,1,1
"90161",0,0,0
"9023",-1,-1,-1
"90423",0,0,0
"9056",-1,-1,-1
"9057",0,0,0
"9058",0,-1,0
"9060",0,0,0
"9061",1,1,1
"90701",0,0,0
"9091",0,0,0
"9114",1,1,1
"9123",0,0,0
"91373",0,0,0
"9152",0,-1,-1
"9153",-1,-1,-1
"9154",-1,0,-1
"9162",-1,-1,-1
"9167",1,1,1
"91703",0,0,0
"91734",0,0,0
"9187",-1,-1,-1
"9194",0,0,0
"9197",1,0,0
"9227",-1,-1,-1
"9245",-1,-1,-1
"92483",-1,-1,-1
"92579",0,0,0
"92745",0,0,0
"9296",1,1,1
"93010",0,0,0
"93034",0,0,0
"93183",0,0,0
"9334",0,0,0
"9348",-1,-1,-1
"9377",1,1,1
"9380",1,1,1
"9388",-1,-1,-1
"9394",0,0,0
"94005",0,0,0
"9415",0,0,0
"9420",-1,-1,-1
"9435",0,0,0
"9453",0,0,0
"9468",-1,-1,-1
"9469",-1,-1,-1
"9481",0,0,0
"9487",0,0,0
"9488",0,0,0
"9489",0,0,0
"9497",0,0,0
"9498",-1,-1,-1
"95",0,0,0
"9514",0,0,0
"9517",0,0,0
"952",1,1,1
"953",-1,-1,-1
"9536",0,0,-1
"954",0,-1,-1
"955",0,0,0
"9550",1,1,1
"9551",1,1,1
"956",-1,-1,-1
"9563",0,0,0
"957",0,-1,-1
"9583",0,0,0
"9615",0,0,0
"9651",0,0,0
"9653",0,0,0
"97",0,1,1
"978",-1,-1,-1
"9789",0,0,0
"9791",1,1,1
"98",0,0,0
"9807",0,0,0
"9869",0,0,0
"9942",-1,-1,-1
"9945",-1,-1,-1
"9951",0,0,0
"9952",0,0,0
"9953",-1,-1,-1
"9954",0,0,0
"9955",0,0,0
"9956",-1,-1,-1
"9957",-1,-1,-1
"9962",0,0,0
"9963",0,0,0
"9990",0,0,0
