EX_c4crn_	c4crn[e] 	<=>	
EX_c51crn_	c51crn[e] 	<=>	
EX_c5dc_	c5dc[e] 	<=>	
EX_c6crn_	c6crn[e] 	<=>	
EX_c81crn_	c81crn[e] 	<=>	
EX_c8crn_	c8crn[e] 	<=>	
EX_ddece1crn_	ddece1crn[e] 	<=>	
EX_ddecrn_	ddeccrn[e] 	<=>	
EX_decdicrn_	decdicrn[e] 	<=>	
EX_doco13ac_	doco13ac[e] 	<=>	
EX_docosac(e)	docosac[e] 	<=>	
EX_ivcrn_	ivcrn[e] 	<=>	
EX_tdcrn_	ttdcrn[e] 	<=>	
EX_tetdec2crn_	tetdec2crn[e] 	<=>	
EX_tetdece1crn_	tetdece1crn[e] 	<=>	
EX_dca(e)	dca[e] 	<=>	
EX_4hpro(e)	4hpro_LT[e] 	<=>	
EX_adpcbl(e)	adocbl[e] 	<=>	
EX_alaala(e)	alaala[e] 	<=>	
EX_bglc(e)	bglc[e] 	<=>	
EX_carn(e)	carn[e] 	<=>	
EX_dchac(e)	dchac[e] 	<=>	
EX_glgchlo(e)	glgchlo[e] 	<=>	
EX_gltcho(e)	gltcho[e] 	<=>	
EX_glygly(e)	glygly[e] 	<=>	
EX_glyleu(e)	glyleu[e] 	<=>	
EX_glyphe(e)	glyphe[e] 	<=>	
EX_glypro(e)	glypro[e] 	<=>	
EX_glysar(e)	glysar[e] 	<=>	
EX_gum(e)	gum[e] 	<=>	
EX_gumgchol(e)	gumgchol[e] 	<=>	
EX_gumtchol(e)	gumtchol[e] 	<=>	
EX_leugly(e)	leugly[e] 	<=>	
EX_leuleu(e)	leuleu[e] 	<=>	
EX_pectingchol(e)	pectingchol[e] 	<=>	
EX_pectintchol(e)	pectintchol[e] 	<=>	
EX_progly(e)	progly[e] 	<=>	
EX_psyl(e)	psyl[e] 	<=>	
EX_psylchol(e)	psylchol[e] 	<=>	
EX_psyltchol(e)	psyltchol[e] 	<=>	
EX_sbt-d(e)	sbt_D[e] 	<=>	
EX_sfcys(e)	slfcys[e] 	<=>	
EX_tdechola(e)	tdechola[e] 	<=>	
EX_cysam(e)	cysam[e] 	<=>	
EX_dpcoa(e)	dpcoa[e] 	<=>	
EX_fmn(e)	fmn[e] 	<=>	
EX_hyptaur(e)	hyptaur[e] 	<=>	
EX_oh1(e)	oh1[e] 	<=>	
EX_pan4p(e)	pan4p[e] 	<=>	
EX_ptth(e)	ptth[e] 	<=>	
EX_q10(e)	q10[e] 	<=>	
EX_q10h2(e)	q10h2[e] 	<=>	
EX_34hpp_	34hpp[e] 	<=>	
EX_3mob(e)	3mob[e] 	<=>	
EX_3mop(e)	3mop[e] 	<=>	
EX_4mop(e)	4mop[e] 	<=>	
EX_5mta(e)	5mta[e] 	<=>	
EX_5oxpro(e)	5oxpro[e] 	<=>	
EX_ahcys(e)	ahcys[e] 	<=>	
EX_aicar(e)	aicar[e] 	<=>	
EX_anth(e)	anth[e] 	<=>	
EX_cbasp(e)	cbasp[e] 	<=>	
EX_mal_L(e)	mal_L[e] 	<=>	
EX_idour(e)	idour[e] 	<=>	
EX_fum(e)	fum[e] 	<=>	
EX_xmp(e)	xmp[e] 	<=>	
EX_dcmp(e)	dcmp[e] 	<=>	
EX_HC00342(e)	HC00342[e] 	<=>	
EX_glyc3p(e)	glyc3p[e] 	<=>	
biomass_reaction	0.706000 biomass_protein[c] + 0.014000 biomass_DNA[c] + 0.058000 biomass_RNA[c] + 0.071000 biomass_carbohydrate[c] + 0.097000 biomass_lipid[c] + 0.054000 biomass_other[c] 	->	
biomass_other		->	biomass_other[c] 
EX_retinal(e)	retinal[e] 	<=>	
EX_12htacr(e)	12htacr[e] 	<=>	
EX_1331tacr(e)	1331tacr[e] 	<=>	
EX_13dmt(e)	13dmt[e] 	<=>	
EX_14hmdz(e)	14hmdz[e] 	<=>	
EX_1513tacr(e)	1513tacr[e] 	<=>	
EX_1531tacr(e)	1531tacr[e] 	<=>	
EX_15dmt(e)	15dmt[e] 	<=>	
EX_1hibupglu_S(e)	1hibupglu_S[e] 	<=>	
EX_1hmdgluc(e)	1hmdgluc[e] 	<=>	
EX_1ohmdz(e)	1ohmdz[e] 	<=>	
EX_2hatvacid(e)	2hatvacid[e] 	<=>	
EX_2hatvacidgluc(e)	2hatvacidgluc[e] 	<=>	
EX_2hatvlac(e)	2hatvlac[e] 	<=>	
EX_2hatvlacgluc(e)	2hatvlacgluc[e] 	<=>	
EX_2hibupglu_S(e)	2hibupglu_S[e] 	<=>	
EX_31dmt(e)	31dmt[e] 	<=>	
EX_35dhpvs(e)	35dhpvs[e] 	<=>	
EX_35dsmv(e)	35dsmv[e] 	<=>	
EX_3hibupglu_S(e)	3hibupglu_S[e] 	<=>	
EX_3hlvstacid(e)	3hlvstacid[e] 	<=>	
EX_3hpvs(e)	3hpvs[e] 	<=>	
EX_3hpvstet(e)	3hpvstet[e] 	<=>	
EX_3hsmvacid(e)	3hsmvacid[e] 	<=>	
EX_3ispvs(e)	3ispvs[e] 	<=>	
EX_3ohacmp(e)	3ohacmp[e] 	<=>	
EX_4bhglz(e)	4bhglz[e] 	<=>	
EX_4hatvacid(e)	4hatvacid[e] 	<=>	
EX_4hatvlac(e)	4hatvlac[e] 	<=>	
EX_4hmdgluc(e)	4hmdgluc[e] 	<=>	
EX_4ohmdz(e)	4ohmdz[e] 	<=>	
EX_56dhpvs(e)	56dhpvs[e] 	<=>	
EX_56eppvs(e)	56eppvs[e] 	<=>	
EX_5ohfvs(e)	5ohfvs[e] 	<=>	
EX_5ohfvsglu(e)	5ohfvsglu[e] 	<=>	
EX_6ahglz(e)	6ahglz[e] 	<=>	
EX_6bhglz(e)	6bhglz[e] 	<=>	
EX_6bhglzglc(e)	6bhglzglc[e] 	<=>	
EX_6csmvacid(e)	6csmvacid[e] 	<=>	
EX_6epvs(e)	6epvs[e] 	<=>	
EX_6hlvst(e)	6hlvst[e] 	<=>	
EX_6hmsmvacid(e)	6hmsmvacid[e] 	<=>	
EX_6hsmvacid(e)	6hsmvacid[e] 	<=>	
EX_6melvacid(e)	6melvacid[e] 	<=>	
EX_6melvst(e)	6melvst[e] 	<=>	
EX_6ohfvs(e)	6ohfvs[e] 	<=>	
EX_6ohfvsglu(e)	6ohfvsglu[e] 	<=>	
EX_7ahglz(e)	7ahglz[e] 	<=>	
EX_7bhglz(e)	7bhglz[e] 	<=>	
EX_7bhglzglc(e)	7bhglzglc[e] 	<=>	
EX_7hpvs(e)	7hpvs[e] 	<=>	
EX_acmp(e)	acmp[e] 	<=>	
EX_acmpglu(e)	acmpglu[e] 	<=>	
EX_acmpglut(e)	acmpglut[e] 	<=>	
EX_allop(e)	allop[e] 	<=>	
EX_am19cs(e)	am19cs[e] 	<=>	
EX_am1a4ncs(e)	am1a4ncs[e] 	<=>	
EX_am1accs(e)	am1accs[e] 	<=>	
EX_am1acs(e)	am1acs[e] 	<=>	
EX_am1alcs(e)	am1alcs[e] 	<=>	
EX_am1c4n9cs(e)	am1c4n9cs[e] 	<=>	
EX_am1c9cs(e)	am1c9cs[e] 	<=>	
EX_am1ccs(e)	am1ccs[e] 	<=>	
EX_am1cglc(e)	am1cglc[e] 	<=>	
EX_am1csa(e)	am1csa[e] 	<=>	
EX_am4n9cs(e)	am4n9cs[e] 	<=>	
EX_am4ncs(e)	am4ncs[e] 	<=>	
EX_am9csa(e)	am9csa[e] 	<=>	
EX_atvacid(e)	atvacid[e] 	<=>	
EX_atvlac(e)	atvlac[e] 	<=>	
EX_caribup_R(e)	caribup_R[e] 	<=>	
EX_caribup_s(e)	caribup_s[e] 	<=>	
EX_caribupglu_S(e)	caribupglu_S[e] 	<=>	
EX_crglz(e)	crglz[e] 	<=>	
EX_crvs(e)	crvs[e] 	<=>	
EX_crvsm1(e)	crvsm1[e] 	<=>	
EX_crvsm23(e)	crvsm23[e] 	<=>	
EX_crvsm24(e)	crvsm24[e] 	<=>	
EX_csa(e)	csa[e] 	<=>	
EX_csasulp(e)	csasulp[e] 	<=>	
EX_cysacmp(e)	cysacmp[e] 	<=>	
EX_deoxfvs(e)	deoxfvs[e] 	<=>	
EX_desfvs(e)	desfvs[e] 	<=>	
EX_dhglz(e)	dhglz[e] 	<=>	
EX_dspvs(e)	dspvs[e] 	<=>	
EX_epoxtac(e)	epoxtac[e] 	<=>	
EX_fvs(e)	fvs[e] 	<=>	
EX_fvstet(e)	fvstet[e] 	<=>	
EX_fvstetglu(e)	fvstetglu[e] 	<=>	
EX_glc3meacp(e)	glc3meacp[e] 	<=>	
EX_glz(e)	glz[e] 	<=>	
EX_gtacmp(e)	gtacmp[e] 	<=>	
EX_ibupgluc(e)	ibupgluc[e] 	<=>	
EX_isolvstacid(e)	isolvstacid[e] 	<=>	
EX_lst4exp(e)	lst4exp[e] 	<=>	
EX_lstn(e)	lstn[e] 	<=>	
EX_lstn1gluc(e)	lstn1gluc[e] 	<=>	
EX_lstnm1(e)	lstnm1[e] 	<=>	
EX_lstnm2(e)	lstnm2[e] 	<=>	
EX_lstnm4(e)	lstnm4[e] 	<=>	
EX_lstnm5(e)	lstnm5[e] 	<=>	
EX_lstnm7(e)	lstnm7[e] 	<=>	
EX_lvst(e)	lvst[e] 	<=>	
EX_mdz(e)	mdz[e] 	<=>	
EX_mdzglc(e)	mdzglc[e] 	<=>	
EX_meracmp(e)	meracmp[e] 	<=>	
EX_mhglz(e)	mhglz[e] 	<=>	
EX_ndersv(e)	ndersv[e] 	<=>	
EX_nfdlac(e)	nfdlac[e] 	<=>	
EX_oxyp(e)	oxyp[e] 	<=>	
EX_oxy1rb(e)	oxy1rb[e] 	<=>	
EX_oxy7rb(e)	oxy7rb[e] 	<=>	
EX_profvs(e)	profvs[e] 	<=>	
EX_ptvst(e)	ptvst[e] 	<=>	
EX_ptvstlac(e)	ptvstlac[e] 	<=>	
EX_ptvstm3(e)	ptvstm3[e] 	<=>	
EX_pvs(e)	pvs[e] 	<=>	
EX_pvsgluc(e)	pvsgluc[e] 	<=>	
EX_rsv(e)	rsv[e] 	<=>	
EX_rsvlac(e)	rsvlac[e] 	<=>	
EX_s3meacmp(e)	s3meacmp[e] 	<=>	
EX_smv(e)	smv[e] 	<=>	
EX_smvacid(e)	smvacid[e] 	<=>	
EX_stacmp(e)	stacmp[e] 	<=>	
EX_sulpacmp(e)	sulpacmp[e] 	<=>	
EX_tacr(e)	tacr[e] 	<=>	
EX_tauribup_S(e)	tauribup_S[e] 	<=>	
EX_thrfvs(e)	thrfvs[e] 	<=>	
EX_tlacfvs(e)	tlacfvs[e] 	<=>	
EX_tmd(e)	tmd[e] 	<=>	
EX_tmdm1(e)	tmdm1[e] 	<=>	
EX_tmdm3(e)	tmdm3[e] 	<=>	
EX_tmdm5(e)	tmdm5[e] 	<=>	
EX_tripvs(e)	tripvs[e] 	<=>	
EX_tsacmgluc(e)	tsacmgluc[e] 	<=>	
EX_tsacmsul(e)	tsacmsul[e] 	<=>	
EX_lvstacid(e)	lvstacid[e] 	<=>	
EX_ptvstm13(e)	ptvstm13[e] 	<=>	
EX_hx(e)	hx[e] 	<=>	
FAOXC220200x	coa[x] + docoscoa[x] + h2o[x] + nad[x] + o2[x] 	->	accoa[x] + arachcoa[x] + h2o2[x] + 4.000000 h[x] + nadh[x] 
