% HMDB reference range library						
"% HMDB was downloaded in Jan 2015. It was then parsed for all metabolites,"						
% their corresponding biofluid and concentration ranges for normal						
% conditions.						
"% if multiple data were available, their were combined to one range taking"						
% the highest and lowest reported value. For values were only means and the						
% std was given the range was calculated by assume 2 stds. We did not						
% discriminate between the sexes for these ranges as data were too sparse						
% and would require review of the original papers.						
% Parsed_hmdbConc.xlsx								
% ################				
HMDB ID	VMH ID	Compartment	Condition	unit	translated range - min	translated range - max
HMDB00008	2hb	CerebrospinalFluid(CSF)	Normal	uM	0	88
HMDB00094	cit	CerebrospinalFluid(CSF)	Normal	uM	0	830
HMDB00638	ddca	CerebrospinalFluid(CSF)	Normal	uM	0	8.4
HMDB00904	citr_L	CerebrospinalFluid(CSF)	Normal	uM	0	8.27
HMDB00162	pro_L	CerebrospinalFluid(CSF)	Normal	uM	0	8
HMDB00754	CE2028	CerebrospinalFluid(CSF)	Normal	uM	0	8
HMDB00294	urea	CerebrospinalFluid(CSF)	Normal	uM	0	7640
HMDB00169	man	CerebrospinalFluid(CSF)	Normal	uM	0	72
HMDB00452	C02356	CerebrospinalFluid(CSF)	Normal	uM	0	7.9
HMDB00482	octa	CerebrospinalFluid(CSF)	Normal	uM	0	7.5
HMDB00191	asp_L	CerebrospinalFluid(CSF)	Normal	uM	0	7.45
HMDB00142	for	CerebrospinalFluid(CSF)	Normal	uM	0	64
HMDB00491	3mop	CerebrospinalFluid(CSF)	Normal	uM	0	6
HMDB03229	hdcea	CerebrospinalFluid(CSF)	Normal	uM	0	6
HMDB00223	oaa	CerebrospinalFluid(CSF)	Normal	uM	0	57
HMDB00161	ala_L	CerebrospinalFluid(CSF)	Normal	uM	0	51.4
HMDB00784	C08261	CerebrospinalFluid(CSF)	Normal	uM	0	51
HMDB00060	acac	CerebrospinalFluid(CSF)	Normal	uM	0	50.8
HMDB01325	tmlys	CerebrospinalFluid(CSF)	Normal	uM	0	5.5
HMDB00893	subeac	CerebrospinalFluid(CSF)	Normal	uM	0	5.1
HMDB00262	thym	CerebrospinalFluid(CSF)	Normal	uM	0	5
HMDB00148	glu_L	CerebrospinalFluid(CSF)	Normal	uM	0	46.4
HMDB00158	tyr_L	CerebrospinalFluid(CSF)	Normal	uM	0	42.3
HMDB00220	hdca	CerebrospinalFluid(CSF)	Normal	uM	0	42
HMDB00168	asn_L	CerebrospinalFluid(CSF)	Normal	uM	0	41.2
HMDB00883	val_L	CerebrospinalFluid(CSF)	Normal	uM	0	38.3
HMDB00254	succ	CerebrospinalFluid(CSF)	Normal	uM	0	370
HMDB00143	gal	CerebrospinalFluid(CSF)	Normal	uM	0	364
HMDB00023	3hmp	CerebrospinalFluid(CSF)	Normal	uM	0	36
HMDB00929	trp_L	CerebrospinalFluid(CSF)	Normal	uM	0	36.8
HMDB00177	his_L	CerebrospinalFluid(CSF)	Normal	uM	0	35.7
HMDB00508	rbt	CerebrospinalFluid(CSF)	Normal	uM	0	35.6
HMDB00660	fru	CerebrospinalFluid(CSF)	Normal	uM	0	342
HMDB00687	leu_L	CerebrospinalFluid(CSF)	Normal	uM	0	34
HMDB00159	phe_L	CerebrospinalFluid(CSF)	Normal	uM	0	32.4
HMDB00827	ocdca	CerebrospinalFluid(CSF)	Normal	uM	0	30
HMDB00193	icit	CerebrospinalFluid(CSF)	Normal	uM	0	28
HMDB00292	xan	CerebrospinalFluid(CSF)	Normal	uM	0	27
HMDB00230	acnam	CerebrospinalFluid(CSF)	Normal	uM	0	26.1
HMDB01659	acetone	CerebrospinalFluid(CSF)	Normal	uM	0	247
HMDB00742	hcys_L	CerebrospinalFluid(CSF)	Normal	uM	0	24.1
HMDB00019	3mob	CerebrospinalFluid(CSF)	Normal	uM	0	21.8
HMDB01565	cholp	CerebrospinalFluid(CSF)	Normal	uM	0	2.84
HMDB00039	but	CerebrospinalFluid(CSF)	Normal	uM	0	2.8
HMDB00118	homoval	CerebrospinalFluid(CSF)	Normal	uM	0	2.22
HMDB00243	pyr	CerebrospinalFluid(CSF)	Normal	uM	0	194
HMDB01488	nac	CerebrospinalFluid(CSF)	Normal	uM	0	18.42
HMDB00172	ile_L	CerebrospinalFluid(CSF)	Normal	uM	0	18.2
HMDB00214	orn	CerebrospinalFluid(CSF)	Normal	uM	0	17.7
HMDB00115	glyclt	CerebrospinalFluid(CSF)	Normal	uM	0	154
HMDB00208	akg	CerebrospinalFluid(CSF)	Normal	uM	0	15.7
HMDB00806	ttdca	CerebrospinalFluid(CSF)	Normal	uM	0	15
HMDB00695	4mop	CerebrospinalFluid(CSF)	Normal	uM	0	13.8
HMDB00696	met_L	CerebrospinalFluid(CSF)	Normal	uM	0	13
HMDB01875	meoh	CerebrospinalFluid(CSF)	Normal	uM	0	116
HMDB00692	fe2	CerebrospinalFluid(CSF)	Normal	uM	0	11.57
HMDB00207	ocdcea	CerebrospinalFluid(CSF)	Normal	uM	0	108
HMDB00267	5oxpro	CerebrospinalFluid(CSF)	Normal	uM	0	107
HMDB00139	glyc_R	CerebrospinalFluid(CSF)	Normal	uM	0	102
HMDB00195	ins	CerebrospinalFluid(CSF)	Normal	uM	0	1.34
HMDB00089	cytd	CerebrospinalFluid(CSF)	Normal	uM	0	1.08
HMDB00192	Lcystin	CerebrospinalFluid(CSF)	Normal	uM	0	0.83
HMDB00056	ala_B	CerebrospinalFluid(CSF)	Normal	uM	0	0.6
HMDB00300	ura	CerebrospinalFluid(CSF)	Normal	uM	0	0.5
HMDB01434	CE2176	CerebrospinalFluid(CSF)	Normal	uM	0	0.3
HMDB00492	cl	CerebrospinalFluid(CSF)	Normal	uM	0	0.22
HMDB00034	ade	CerebrospinalFluid(CSF)	Normal	uM	0	0.2
HMDB00045	amp	CerebrospinalFluid(CSF)	Normal	uM	0	0.2
HMDB00054	bilirub	CerebrospinalFluid(CSF)	Normal	uM	0	0.2
HMDB00050	adn	CerebrospinalFluid(CSF)	Normal	uM	0	0.14
HMDB00128	gudac	CerebrospinalFluid(CSF)	Normal	uM	0	0.11
HMDB02031	3uib	CerebrospinalFluid(CSF)	Normal	uM	0	0.11
HMDB00012	duri	CerebrospinalFluid(CSF)	Normal	uM	0	0.1
HMDB00063	crtsl	CerebrospinalFluid(CSF)	Normal	uM	0	0.1
HMDB00068	adrnl	CerebrospinalFluid(CSF)	Normal	uM	0	0.06
HMDB00824	pcrn	CerebrospinalFluid(CSF)	Normal	uM	0	0.04
HMDB04080	C11695	CerebrospinalFluid(CSF)	Normal	uM	0	0.03
HMDB00032	7dhchsterol	CerebrospinalFluid(CSF)	Normal	uM	0	0.02
HMDB01220	prostge2	CerebrospinalFluid(CSF)	Normal	uM	0	0.02
HMDB00073	dopa	CerebrospinalFluid(CSF)	Normal	uM	0	0.01
HMDB02666	thmmp	CerebrospinalFluid(CSF)	Normal	uM	0	0.01
HMDB01855	CE1918	CerebrospinalFluid(CSF)	Normal	uM	0	0.44
HMDB01372	thmpp	CerebrospinalFluid(CSF)	Normal	uM	0	0.01
HMDB00038	CE2705	CerebrospinalFluid(CSF)	Normal	uM	0	0.01
HMDB04666	C13856	CerebrospinalFluid(CSF)	Normal	uM	0	0.38
HMDB04225	5g2oxpt	CerebrospinalFluid(CSF)	Normal	uM	0	0.25
HMDB00151	estradiol	CerebrospinalFluid(CSF)	Normal	uM	0.0000005	0.000011
HMDB01198	leuktrC4	CerebrospinalFluid(CSF)	Normal	uM	0.000008314	0.00020208
HMDB04264	C14771	CerebrospinalFluid(CSF)	Normal	uM	0.000015	0.000255
HMDB00234	tststerone	CerebrospinalFluid(CSF)	Normal	uM	0.00002	0.002
HMDB01830	prgstrn	CerebrospinalFluid(CSF)	Normal	uM	0.00002	0.002
HMDB00053	andrstndn	CerebrospinalFluid(CSF)	Normal	uM	0.00002	0.002
HMDB00077	dhea	CerebrospinalFluid(CSF)	Normal	uM	0.00002	0.002
HMDB02886	CE0955	CerebrospinalFluid(CSF)	Normal	uM	0.00006996	0.00223
HMDB11134	C04805	CerebrospinalFluid(CSF)	Normal	uM	0.00007	0.00071
HMDB00253	prgnlone	CerebrospinalFluid(CSF)	Normal	uM	0.000082	0.00019
HMDB04063	mepi	CerebrospinalFluid(CSF)	Normal	uM	0.00032	0.00048
HMDB01123	anth	CerebrospinalFluid(CSF)	Normal	uM	0.00046	0.00154
HMDB00022	3moxtyr	CerebrospinalFluid(CSF)	Normal	uM	0.001	0.004524
HMDB02103	xol27oh	CerebrospinalFluid(CSF)	Normal	uM	0.0011	0.0028
HMDB01314	35cgmp	CerebrospinalFluid(CSF)	Normal	uM	0.0014	0.0034
HMDB02024	im4ac	CerebrospinalFluid(CSF)	Normal	uM	0.0023	0.0031
HMDB01419	xol24oh	CerebrospinalFluid(CSF)	Normal	uM	0.0033	0.0036
HMDB00099	cyst_L	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.04
HMDB02013	c4crn	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.04
HMDB00939	ahcys	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.04
HMDB00232	quln	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.1
HMDB02820	3mlda	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.12
HMDB00197	ind3ac	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.49
HMDB00235	thm	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.25
HMDB00121	fol	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.1
HMDB10396	pcholn204_hs	CerebrospinalFluid(CSF)	Normal	uM	0.01	0.038
HMDB03337	gthox	CerebrospinalFluid(CSF)	Normal	uM	0.02	0.06
HMDB00574	cys_L	CerebrospinalFluid(CSF)	Normal	uM	0.02	0.11
HMDB00895	ach	CerebrospinalFluid(CSF)	Normal	uM	0.02	0.05
HMDB01043	arachd	CerebrospinalFluid(CSF)	Normal	uM	0.03	0.66
HMDB00201	acrn	CerebrospinalFluid(CSF)	Normal	uM	0.03	0.62
HMDB10384 	pcholste_hs	CerebrospinalFluid(CSF)	Normal	uM	0.031	0.107
HMDB01396	5mthf	CerebrospinalFluid(CSF)	Normal	uM	0.04	0.2
HMDB01257	spmd	CerebrospinalFluid(CSF)	Normal	uM	0.04	0.2
HMDB00020	4hphac	CerebrospinalFluid(CSF)	Normal	uM	0.04	0.06
HMDB00812	Nacasp	CerebrospinalFluid(CSF)	Normal	uM	0.05	1.57
HMDB00112	4abut	CerebrospinalFluid(CSF)	Normal	uM	0.05	0.45
HMDB00318	34dhoxpeg	CerebrospinalFluid(CSF)	Normal	uM	0.07	0.34
HMDB00076	56dura	CerebrospinalFluid(CSF)	Normal	uM	0.1	4.1
HMDB00123	gly	CerebrospinalFluid(CSF)	Normal	uM	0.1	19
HMDB00202	HC00900	CerebrospinalFluid(CSF)	Normal	uM	0.1	0.77
HMDB00714	bgly	CerebrospinalFluid(CSF)	Normal	uM	0.11	0.12
HMDB00209	pac	CerebrospinalFluid(CSF)	Normal	uM	0.11	0.31
HMDB02183	crvnc	CerebrospinalFluid(CSF)	Normal	uM	0.12	0.18
HMDB01256	sprm	CerebrospinalFluid(CSF)	Normal	uM	0.12	0.16
HMDB00988	ametam	CerebrospinalFluid(CSF)	Normal	uM	0.13	0.28
HMDB01414	ptrc	CerebrospinalFluid(CSF)	Normal	uM	0.13	0.33
HMDB01185	amet	CerebrospinalFluid(CSF)	Normal	uM	0.14	0.38
HMDB02179	CE5643	CerebrospinalFluid(CSF)	Normal	uM	0.15	0.19
HMDB02243	C10164	CerebrospinalFluid(CSF)	Normal	uM	0.21	0.46
HMDB04362	CE2006	CerebrospinalFluid(CSF)	Normal	uM	0.24	1.7
HMDB00379	2mcit	CerebrospinalFluid(CSF)	Normal	uM	0.24	1.07
HMDB00244	ribflv	CerebrospinalFluid(CSF)	Normal	uM	0.25	0.45
HMDB01432	agm	CerebrospinalFluid(CSF)	Normal	uM	0.27	0.45
HMDB00448	adpac	CerebrospinalFluid(CSF)	Normal	uM	0.32	2.16
HMDB00210	pnto_R	CerebrospinalFluid(CSF)	Normal	uM	0.46	1.14
HMDB02786	no2	CerebrospinalFluid(CSF)	Normal	uM	0.49	18.51
HMDB00079	56dthm	CerebrospinalFluid(CSF)	Normal	uM	0.5	1.7
HMDB00157	hxan	CerebrospinalFluid(CSF)	Normal	uM	0.6	6.68
HMDB00107	galt	CerebrospinalFluid(CSF)	Normal	uM	0.77	2.53
HMDB00272	pser_L	CerebrospinalFluid(CSF)	Normal	uM	0.8	7.6
HMDB00125	gthrd	CerebrospinalFluid(CSF)	Normal	uM	0.88	1.52
HMDB00251	taur	CerebrospinalFluid(CSF)	Normal	uM	0.9	18.8
HMDB00062	crn	CerebrospinalFluid(CSF)	Normal	uM	0.95	9
HMDB00078	cgly	CerebrospinalFluid(CSF)	Normal	uM	0.99	3.62
HMDB00134	fuM	CerebrospinalFluid(CSF)	Normal	uM	1	57
HMDB00097	chol	CerebrospinalFluid(CSF)	Normal	uM	1	13
HMDB03378	no	CerebrospinalFluid(CSF)	Normal	uM	1.03	10.8
HMDB00086	g3pc	CerebrospinalFluid(CSF)	Normal	uM	1.5	6.3
HMDB06112	CE0737	CerebrospinalFluid(CSF)	Normal	uM	1.7	8.3
HMDB01273	gtp	CerebrospinalFluid(CSF)	Normal	uM	1.77	1.89
HMDB00538	atp	CerebrospinalFluid(CSF)	Normal	uM	1.79	1.91
HMDB01201	gdp	CerebrospinalFluid(CSF)	Normal	uM	1.81	1.91
HMDB01341	adp	CerebrospinalFluid(CSF)	Normal	uM	1.85	1.95
HMDB00131	glyc	CerebrospinalFluid(CSF)	Normal	uM	11	67
HMDB01851	abt	CerebrospinalFluid(CSF)	Normal	uM	11.9	45.9
HMDB00586	k	CerebrospinalFluid(CSF)	Normal	uM	1615	3300
HMDB00044	ascb_L	CerebrospinalFluid(CSF)	Normal	uM	17	251
HMDB00064	creat	CerebrospinalFluid(CSF)	Normal	uM	18	70
HMDB00562	crtn	CerebrospinalFluid(CSF)	Normal	uM	19	92.4
HMDB00149	etha	CerebrospinalFluid(CSF)	Normal	uM	2.26	20.1
HMDB00011	bhb	CerebrospinalFluid(CSF)	Normal	uM	207	365
HMDB00641	gln_L	CerebrospinalFluid(CSF)	Normal	uM	24	1050
HMDB01259	sucsal	CerebrospinalFluid(CSF)	Normal	uM	24	33
HMDB03406	ser_D	CerebrospinalFluid(CSF)	Normal	uM	25	105
HMDB00990	acald	CerebrospinalFluid(CSF)	Normal	uM	27	51.3
HMDB00182	lys_L	CerebrospinalFluid(CSF)	Normal	uM	3	55
HMDB00005	2obut	CerebrospinalFluid(CSF)	Normal	uM	3.4	6.2
HMDB00224	ethamp	CerebrospinalFluid(CSF)	Normal	uM	3.8	9.6
HMDB00067	chsterol	CerebrospinalFluid(CSF)	Normal	uM	3.9	8.76
HMDB00751	xylu_L	CerebrospinalFluid(CSF)	Normal	uM	4	6
HMDB00167	thr_L	CerebrospinalFluid(CSF)	Normal	uM	4	70.5
HMDB00042	ac	CerebrospinalFluid(CSF)	Normal	uM	4	536
HMDB00211	inost	CerebrospinalFluid(CSF)	Normal	uM	4	250.94
HMDB00289	urate	CerebrospinalFluid(CSF)	Normal	uM	4.2	46.7
HMDB00595	hco3	CerebrospinalFluid(CSF)	Normal	uM	440	12000
HMDB02111	h2o	CerebrospinalFluid(CSF)	Normal	uM	44000000	66000000
HMDB00673	lnlc	CerebrospinalFluid(CSF)	Normal	uM	5	17
HMDB01453	tcynt	CerebrospinalFluid(CSF)	Normal	uM	5.2	50
HMDB00462	alltn	CerebrospinalFluid(CSF)	Normal	uM	5.6	13
HMDB00190	lac_L	CerebrospinalFluid(CSF)	Normal	uM	50	4150
HMDB00187	ser_L	CerebrospinalFluid(CSF)	Normal	uM	6	78
HMDB00517	arg_L	CerebrospinalFluid(CSF)	Normal	uM	6.5	34.4
HMDB00464	ca2	CerebrospinalFluid(CSF)	Normal	uM	7	2087
HMDB03379	pppi	CerebrospinalFluid(CSF)	Normal	uM	7	8.76
HMDB00122	glc_D	CerebrospinalFluid(CSF)	Normal	uM	740	8690
HMDB00646	arab_L	CerebrospinalFluid(CSF)	Normal	uM	8	38
HMDB00247	sbt_D	CerebrospinalFluid(CSF)	Normal	uM	8	30.73
HMDB00588	na1	CerebrospinalFluid(CSF)	Normal	uM	89692	153000
HMDB00051	nh4	CerebrospinalFluid(CSF)	Normal	uM	9.52	14.28
