MicrobeID	Acetate kinase (acetate producer or consumer)	Bifid shunt	Acetogen pathway	Formate producer	D-lactate producer or consumer	L-lactate producer or consumer	Ethanol producer or consumer	Succinate producer	Propionate from succinate	Propionate from propane-1,2-diol	Propionate from lactate (acrylate pathway)	Propionate from threonine	Wood-Werkman cycle	Butyrate via butyryl-CoA: acetate CoA transferase	Butyrate via butyrate kinase	Butyrate from lysine via butyrate-acetoacetate CoA-transferase	Butyrate from glutarate or glutamate	Butyrate from 4-hydroxybutyrate or succinate	Hydrogen from ferredoxin oxidoreductase	Hydrogen from formate hydrogen lyase	Methanogenesis	Sulfate reducer	Isobutyrate producer	Isovalerate producer	Acetoin producer	2,3-butanediol producer	Indole producer	Phenylacetate producer	Butanol producer	Valerate producer	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Bacteroides_vulgatus_dnLKV7	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR1022358	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR1022411	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR1022458	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR1203951	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR1204045	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221206	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221254	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221256	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221259	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221267	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221272	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221273	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2221276	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230079	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230086	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230091	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230095	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230128	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230134	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_ERR2230150	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_mpk	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_vulgatus_PC510	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_CL03T12C04	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_ERR1022297	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_ERR2221139	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_ERR2221366	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_ERR2230096	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_ERR2230097	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_SD_CC_1b	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanisolvens_XB1A	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 22468341	PMID: 24553467	[London]: Springer, 2006.		
Bacteroides_xylanolyticus_DSM_3808	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	Dworkin M, Falkow S. The prokaryotes : a handbook on the biology of bacteria. New York 	PMID: 3813526	[London]: Springer, 2006.			
Bacteroidetes_bacterium_oral_taxon_272_str_F0290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PMID:24757212					
Bacteroidetes_oral_taxon_274_str_F0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0						
Barnesiella_intestinihominis_ERR1203957	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Barnesiella_intestinihominis_ERR1204051	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Barnesiella_intestinihominis_ERR2221140	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Barnesiella_intestinihominis_ERR2230085	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Barnesiella_intestinihominis_YIT_11860	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Barnesiella_viscericola_DSM_18177	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PMID: 17267976					
Bartonella_quintana_RM_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
Bartonella_quintana_Toulouse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Bdellovibrio_bacteriovorus_HD100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Antonie van Leeuwenhoek J. Microbiol. Serol. (1963) 29: 217-248					
Bdellovibrio_bacteriovorus_SSB218315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Antonie van Leeuwenhoek J. Microbiol. Serol. (1963) 29: 217-248					
Bdellovibrio_bacteriovorus_str_Tiberius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Antonie van Leeuwenhoek J. Microbiol. Serol. (1963) 29: 217-248					
Bdellovibrio_bacteriovorus_W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Antonie van Leeuwenhoek J. Microbiol. Serol. (1963) 29: 217-248					
Bifidobacterium_adolescentis_ATCC_15703	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_BBMN23	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_DSM_20087	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR1022283	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR1022320	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR1022366	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR1203960	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR2221193	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR2221322	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR2230053	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR2230077	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_ERR2230153	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_adolescentis_L2_32	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_angulatum_DSM_20098	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_angulatum_GT102	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_ERR2221337	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_ERR2221385	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_AD011	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_BB_12	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_Bi_07	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_CNCM_I_2494	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_DSM_10140	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_lactis_V9	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_RH	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_animalis_ATCC_25527	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_animalis_ATCC_27672	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_animalis_YL2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_lactis_B420	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_lactis_BLC1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_lactis_BS_01	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_animalis_subsp_lactis_HN019	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_asteroides_DSM_20089	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Bifidobacterium_asteroides_Hma3	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Bifidobacterium_asteroides_PRL2011	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Bifidobacterium_bifidum_156B	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_ATCC_29521	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_BGN4	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_ERR1022335	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_LMG_13195	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_NCIMB_41171	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_PRL2010	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_bifidum_S17	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_boum_DSM_20432	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 5. New York: Springer, 2012, v3, p188					
Bifidobacterium_breve_12L	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_2L	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_689b	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_ACS_071_V_Sch8b	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_CECT_7263	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_DPC_6330	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
Bifidobacterium_breve_DSM_20213	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.	PMID: 21484167				
