"ENTREZ_ID","Gene_symbol","logFC","AveExpr","t","B","pDEG","P_Value","adj_P_Val"
"3628","INPP1",-1.02585374746353,7.21541416315782,-17.1994188406138,4.76105606860512,0.964432673039546,6.84600794776968e-06,0.00418401790895857
"6240","RRM1",2.70317705836851,9.59330437315493,16.0919877293833,4.26990551571339,0.950718673918665,9.71935579474463e-06,0.00418401790895857
"1890","TYMP",-0.999992268158699,8.60101690812434,-15.9582657249316,4.39951985162681,0.954761573603442,1.01553832741713e-05,0.00418401790895857
"5294","PIK3CG",-0.780486191220596,8.23606078327651,-14.4004326639549,3.8871636615834,0.936693999351338,1.74105219512678e-05,0.00484790765702258
"1588","CYP19A1",-0.79194321998629,5.17431914463606,-14.0766664526291,3.77143564573117,0.931767350936777,1.9611276929703e-05,0.00484790765702258
"9123","SLC16A3",-1.45107699085602,7.46638480491895,-12.761042404023,3.26381164442333,0.905706397124399,3.27283224636903e-05,0.00605383417351302
"27165","GLS2",-0.772082472242753,5.62779958663624,-12.6070796980626,3.20342418609298,0.902070464496978,3.48626093870063e-05,0.00605383417351302
"5476","CTSA",-0.571688556121403,11.003521729897,-12.2819300213936,3.06261319623265,0.893103528938163,3.99351704292464e-05,0.00605383417351302
"1491","CTH",-1.66674577089522,7.22441469650885,-11.7143167754739,2.81170281015521,0.875329253967684,5.10451997339289e-05,0.00605383417351302
"23657","SLC7A11",-0.580230742818103,6.02304036536749,-11.5269699714784,2.72572330707317,0.86867882500244,5.54885106115386e-05,0.00605383417351302
"5238","PGM3",0.746574192164543,6.26889253890377,11.1902757689742,2.59305740881303,0.857828537957363,6.46771403659817e-05,0.00605383417351302
"6715","SRD5A1",-0.544058898612526,8.72015986089089,-11.0749095703364,2.51140737658454,0.850785470795706,6.82310424447986e-05,0.00605383417351302
"79814","AGMAT",-0.72824781774877,8.27279471844801,-10.9807904350812,2.46552386899588,0.84670275997955,7.13019906723537e-05,0.00605383417351302
"645","BLVRB",-0.564246034746487,8.98188190155526,-10.9399580657931,2.44962431094421,0.845266827579799,7.2684826548168e-05,0.00605383417351302
"55512","SMPD3",-0.683539757814996,5.65058638098603,-10.8473035252768,2.43380319195542,0.843827090984308,7.59417592109226e-05,0.00605383417351302
"3099","HK2",0.553313932598732,8.3566794807183,10.7813084167217,2.36694968488295,0.837622615646787,7.83667854176443e-05,0.00605383417351302
"6583","SLC22A4",-0.953086186571914,8.8002751709063,-10.3540423928258,2.14821045072292,0.815932038081948,9.64774157933457e-05,0.00637847778984221
