6pgl[c]	0.0002	0.001
accoa[c]	0.00001	0.001
akg[c]	0.0001	0.001
asp-L[c]	0.0001	0.001
cit[c]	0.001	0.02
co2[c]	0.015	0.035
dhap[c]	0.00001	0.005
fdp[c]	0.0002	0.004
f6p[c]	0.0001	0.0007
g3p[c]	0.00001	0.001
g6p[c]	0.0002	0.004
glu-L[c]	0.005	0.025
glu-L[c]	0.005	0.025
glyc3p	0.0002	0.002
mal-L[c]	0.0001	0.01
nh4[c]	0.00005	0.001
nh4[c]	0.00005	0.001
o2[c]	0.000001	0.0001
oaa[c]	0.000001	0.0001
pep[c]	0.00001	0.003
pi[c]	0.001	0.02
pyr[c]	0.0001	0.003
r5p[c]	0.00001	0.001
